0.26,0.264166667,2.47E-05,0.27,0.26,0.261666667,1.41E-05,-0.48,0.01,0.53,0.01,0.53,0,0.54,0,0.52,0.27,0.26,0.2625,1.91E-05,15.75,0.001666667,0.000833333,0.49,0,0,0,0,0,0,0.3,0.28,0.293333333,0.000133333,0.3,0.25,0.282,0.00042,0.3,0.22,0.258,0.000884444,0.3,0.22,0.254666667,0.000640952,0,0.26
0.24,0.251833333,5.59E-05,0.26,0.24,0.248833333,6.81E-05,-0.49,0.02,0.5,0.02,0.5,0,0.52,0,0.48,0.26,0.24,0.250333333,6.43E-05,15.02,0.0015,0.0015,0.51,0,0,0,0,0,0,0.3,0.27,0.283333333,0.000233333,0.3,0.27,0.286,0.00018,0.3,0.22,0.26,0.000888889,0.3,0.22,0.257333333,0.000606667,0,0.24
0.23,0.232333333,1.82E-05,0.24,0.23,0.2315,1.30E-05,-0.51,0.01,0.47,0.01,0.47,0,0.48,0,0.46,0.24,0.23,0.231833333,1.52E-05,13.91,0.0005,0.000333333,0.52,0,0,0,0,0,0,0.28,0.26,0.27,0.0001,0.3,0.26,0.282,0.00032,0.3,0.22,0.262,0.00084,0.3,0.22,0.258666667,0.00058381,0,0.23
0.23,0.23,9.48E-32,0.23,0.23,0.23,9.48E-32,-0.52,0,0.46,0,0.46,0,0.46,0,0.46,0.23,0.23,0.23,9.48E-32,13.8,0,0,0.52,0,0,0,0,0,0,0.27,0.24,0.256666667,0.000233333,0.3,0.24,0.27,0.0005,0.3,0.22,0.263,0.000778889,0.3,0.22,0.258,0.000602857,0,0.23
0.23,0.23,9.48E-32,0.23,0.22,0.224333333,2.50E-05,-0.52,0,0.46,0.01,0.45,0,0.46,0.01,0.45,0.23,0.22,0.226333333,2.36E-05,13.58,0.003666667,0.002,0.53,0,0,0,0,0,0,0.26,0.23,0.243333333,0.000233333,0.28,0.23,0.256,0.00043,0.3,0.23,0.264,0.000693333,0.3,0.22,0.256,0.000654286,0,0.23
0.22,0.220666667,6.33E-06,0.22,0.22,0.22,3.84E-32,-0.52,0.01,0.45,0,0.44,0.01,0.45,0,0.44,0.22,0.22,0.22,3.84E-32,13.2,0.000666667,0,0.53,0,0,0,0,0,0,0.24,0.23,0.233333333,3.33E-05,0.27,0.23,0.246,0.00033,0.3,0.23,0.264,0.000693333,0.3,0.22,0.254,0.000697143,0,0.22
0.22,0.22,3.84E-32,0.22,0.22,0.22,3.84E-32,-0.53,0,0.44,0,0.44,0,0.44,0,0.44,0.22,0.22,0.22,3.84E-32,13.2,0,0,0.53,0,0,0,0,0,0,0.23,0.23,0.23,0,0.26,0.23,0.238,0.00017,0.3,0.23,0.262,0.000795556,0.3,0.22,0.252666667,0.000735238,0,0.22
0.22,0.22,3.84E-32,0.22,0.22,0.22,3.84E-32,-0.53,0,0.44,0,0.44,0,0.44,0,0.44,0.22,0.22,0.22,3.84E-32,13.2,0,0,0.53,0,0,0,0,0,0,0.23,0.22,0.226666667,3.33E-05,0.24,0.22,0.23,5.00E-05,0.3,0.22,0.256,0.000915556,0.3,0.22,0.251333333,0.000798095,0,0.22
0.22,0.22,3.84E-32,0.22,0.22,0.22,3.84E-32,-0.53,0,0.44,0,0.44,0,0.44,0,0.44,0.22,0.22,0.22,3.84E-32,13.2,0,0,0.53,0,0,0,0,0,0,0.23,0.22,0.223333333,3.33E-05,0.23,0.22,0.226,3.00E-05,0.3,0.22,0.248,0.000773333,0.3,0.22,0.250666667,0.000835238,0,0.23
0.22,0.229333333,6.33E-06,0.23,0.22,0.227,2.14E-05,-0.52,0.01,0.45,0.01,0.45,0,0.46,0,0.44,0.23,0.22,0.228833333,1.05E-05,13.73,0.0005,0.001833333,0.53,0,0,0,0,0,0,0.22,0.22,0.22,0,0.23,0.22,0.224,3.00E-05,0.28,0.22,0.24,0.000488889,0.3,0.22,0.250666667,0.000835238,0,0.24
0.23,0.234666667,2.53E-05,0.24,0.22,0.233333333,3.28E-05,-0.51,0.01,0.47,0.02,0.46,0,0.48,0.01,0.45,0.24,0.23,0.234166667,2.47E-05,14.05,0.0005,0.000833333,0.53,0,0,0,0,0,0,0.23,0.22,0.223333333,3.33E-05,0.23,0.22,0.224,3.00E-05,0.27,0.22,0.235,0.000294444,0.3,0.22,0.250666667,0.000835238,0,0.25
0.24,0.245,2.54E-05,0.25,0.24,0.240166667,1.67E-06,-0.5,0.01,0.49,0.01,0.49,0,0.5,0,0.48,0.25,0.24,0.242166667,1.73E-05,14.53,0.002833333,0.002,0.51,0,0,0,0,0,0,0.24,0.22,0.23,1.00E-04,0.24,0.22,0.226,8.00E-05,0.26,0.22,0.232,0.000151111,0.3,0.22,0.25,0.000842857,0,0.26
0.25,0.255166667,2.54E-05,0.26,0.24,0.252166667,2.74E-05,-0.49,0.01,0.51,0.02,0.5,0,0.52,0.01,0.49,0.26,0.25,0.2545,2.52E-05,15.27,0.000666667,0.002333333,0.51,0,0,0,0,0,0,0.25,0.23,0.24,1.00E-04,0.25,0.22,0.232,0.00017,0.25,0.22,0.231,9.89E-05,0.3,0.22,0.248,0.000774286,0,0.27
0.26,0.261333333,1.18E-05,0.26,0.25,0.259666667,3.28E-06,-0.48,0.01,0.53,0.01,0.51,0.01,0.53,0.01,0.51,0.26,0.26,0.26,2.82E-32,15.6,0.001333333,0.000333333,0.5,0,0,0,0,0,0,0.26,0.24,0.25,0.0001,0.26,0.22,0.24,0.00025,0.26,0.22,0.233,0.000178889,0.3,0.22,0.245333333,0.00058381,0,0.26
0.25,0.252,1.63E-05,0.26,0.25,0.250333333,3.28E-06,-0.49,0.01,0.51,0.01,0.51,0,0.52,0,0.5,0.26,0.25,0.251,9.15E-06,15.06,0.001,0.000666667,0.5,0,0,0,0,0,0,0.27,0.25,0.26,0.0001,0.27,0.23,0.25,0.00025,0.27,0.22,0.237,0.000312222,0.28,0.22,0.243333333,0.000409524,0,0.25
0.25,0.25,0,0.25,0.25,0.25,0,-0.5,0,0.5,0,0.5,0,0.5,0,0.5,0.25,0.25,0.25,0,15,0,0,0.5,0,0,0,0,0,0,0.27,0.26,0.263333333,3.33E-05,0.27,0.24,0.256,0.00013,0.27,0.22,0.24,0.000355556,0.27,0.22,0.242,0.000331429,0,0.25
0.23,0.237,5.86E-05,0.25,0.23,0.234833333,4.23E-05,-0.5,0.02,0.48,0.02,0.48,0,0.5,0,0.46,0.25,0.23,0.236166667,5.79E-05,14.17,0.000833333,0.001333333,0.52,0,0,0,0,0,0,0.27,0.25,0.26,0.0001,0.27,0.25,0.258,7.00E-05,0.27,0.22,0.242,0.000351111,0.27,0.22,0.240666667,0.000278095,0,0.23
0.23,0.23,9.48E-32,0.23,0.23,0.23,9.48E-32,-0.52,0,0.46,0,0.46,0,0.46,0,0.46,0.23,0.23,0.23,9.48E-32,13.8,0,0,0.52,0,0,0,0,0,0,0.26,0.25,0.253333333,3.33E-05,0.27,0.25,0.258,7.00E-05,0.27,0.22,0.245,0.000294444,0.27,0.22,0.24,0.000257143,0,0.31
0.23,0.255666667,0.001275819,1.19,0.01,0.281666667,0.031312429,-0.44,0.08,0.54,1.18,1.2,-0.88,1.5,0.22,0.24,1.5,0.15,0.308833333,0.05421387,18.53,-0.053166667,0.027166667,0.74,0,0,0,0,0,0,0.25,0.23,0.243333333,0.000133333,0.27,0.23,0.252,0.00022,0.27,0.22,0.246,0.000248889,0.27,0.22,0.239333333,0.00026381,0,0.35
0.3,0.328666667,0.000218531,0.35,0.3,0.3245,0.000194661,-0.4,0.05,0.65,0.05,0.65,0,0.7,0,0.6,0.35,0.3,0.325833333,0.000187429,19.55,0.002833333,0.001333333,0.45,0,0,0,0,0,0,0.31,0.23,0.263333333,0.001733333,0.31,0.23,0.26,0.0009,0.31,0.23,0.255,0.000538889,0.31,0.22,0.244666667,0.00058381,0,0.38
0.35,0.369,9.73E-05,0.38,0.35,0.365333333,0.000106667,-0.37,0.03,0.73,0.03,0.73,0,0.76,0,0.7,0.38,0.35,0.367,9.59E-05,22.02,0.002,0.001666667,0.4,0,0,0,0,0,0,0.35,0.23,0.296666667,0.003733333,0.35,0.23,0.278,0.00252,0.35,0.23,0.267,0.001312222,0.35,0.22,0.252666667,0.001292381,0,0.4
0.38,0.3925,2.25E-05,0.39,0.38,0.387166667,2.06E-05,-0.35,0.02,0.78,0.01,0.77,0.01,0.79,0,0.76,0.4,0.38,0.39,6.78E-06,23.4,0.0025,0.002833333,0.37,0,0,0,0,0,0,0.38,0.31,0.346666667,0.001233333,0.38,0.23,0.304,0.00408,0.38,0.23,0.281,0.002432222,0.38,0.22,0.262666667,0.002306667,0,0.4
0.39,0.398333333,1.41E-05,0.4,0.39,0.392666667,1.99E-05,-0.35,0.01,0.79,0.01,0.79,0,0.8,0,0.78,0.4,0.39,0.395,2.54E-05,23.7,0.003333333,0.002333333,0.36,0,0,0,0,0,0,0.4,0.35,0.376666667,0.000633333,0.4,0.23,0.334,0.00453,0.4,0.23,0.296,0.003648889,0.4,0.22,0.274666667,0.003369524,0,0.4
0.38,0.391,7.69E-05,0.4,0.38,0.387666667,4.53E-05,-0.35,0.02,0.78,0.02,0.78,0,0.8,0,0.76,0.4,0.38,0.388333333,5.48E-05,23.3,0.002666667,0.000666667,0.37,0,0,0,0,0,0,0.4,0.38,0.393333333,0.000133333,0.4,0.31,0.368,0.00147,0.4,0.23,0.31,0.004488889,0.4,0.22,0.286666667,0.00412381,0,0.38
0.36,0.3665,4.69E-05,0.38,0.36,0.363,4.17E-05,-0.37,0.02,0.74,0.02,0.74,0,0.76,0,0.72,0.38,0.36,0.363666667,4.40E-05,21.82,0.002833333,0.000666667,0.39,0,0,0,0,0,0,0.4,0.4,0.4,4.62E-33,0.4,0.35,0.386,0.00048,0.4,0.23,0.323,0.005023333,0.4,0.23,0.298666667,0.004569524,0,0.36
0.35,0.358,1.63E-05,0.36,0.34,0.356333333,3.38E-05,-0.39,0.01,0.71,0.02,0.7,0,0.72,0.01,0.69,0.36,0.35,0.356833333,2.20E-05,21.41,0.001166667,0.0005,0.41,0,0,0,0,0,0,0.4,0.38,0.393333333,0.000133333,0.4,0.38,0.392,0.00012,0.4,0.23,0.335,0.004783333,0.4,0.23,0.308666667,0.004598095,0,0.36
0.33,0.352666667,6.73E-05,0.36,0.33,0.346666667,5.31E-05,-0.39,0.03,0.69,0.03,0.69,0,0.72,0,0.66,0.36,0.33,0.349666667,6.09E-05,20.98,0.003,0.003,0.42,0,0,0,0,0,0,0.4,0.36,0.38,0.0004,0.4,0.36,0.388,0.00032,0.4,0.23,0.346,0.003915556,0.4,0.23,0.316666667,0.004380952,0,0.34
0.32,0.332833333,5.45E-05,0.34,0.32,0.331166667,4.78E-05,-0.41,0.02,0.66,0.02,0.66,0,0.68,0,0.64,0.34,0.32,0.331666667,5.14E-05,19.9,0.001166667,0.0005,0.43,0,0,0,0,0,0,0.38,0.36,0.366666667,0.000133333,0.4,0.36,0.38,0.0004,0.4,0.23,0.357,0.002778889,0.4,0.23,0.324,0.00414,0,0.33
0.31,0.320333333,6.09E-05,0.33,0.31,0.317833333,6.13E-05,-0.42,0.02,0.64,0.02,0.64,0,0.66,0,0.62,0.33,0.31,0.319166667,6.20E-05,19.15,0.001166667,0.001333333,0.44,0,0,0,0,0,0,0.36,0.34,0.353333333,0.000133333,0.4,0.34,0.368,0.00052,0.4,0.31,0.368,0.000884444,0.4,0.23,0.329333333,0.003835238,0,0.34
0.31,0.323898305,6.21E-05,0.33,0.31,0.319830508,6.38E-05,-0.41,0.03,0.65,0.02,0.64,0.01,0.67,0,0.62,0.34,0.31,0.321525424,6.14E-05,18.97,0.002372881,0.001694915,0.44,0,0,0,0,0,0,0.36,0.33,0.343333333,0.000233333,0.38,0.33,0.354,0.00038,0.4,0.33,0.37,0.000666667,0.4,0.23,0.333333333,0.003566667,0,0.36
0.34,0.3515,4.69E-05,0.36,0.33,0.346666667,3.28E-05,-0.39,0.02,0.7,0.03,0.69,0,0.72,0.01,0.67,0.36,0.33,0.348,3.66E-05,20.88,0.0035,0.001333333,0.42,0,0,0,0,0,0,0.34,0.33,0.336666667,3.33E-05,0.36,0.33,0.346,0.00018,0.4,0.33,0.369,0.000721111,0.4,0.23,0.338666667,0.003155238,0,0.35
0.33,0.3375,2.58E-05,0.34,0.33,0.334666667,2.53E-05,-0.4,0.02,0.68,0.01,0.67,0.01,0.69,0,0.66,0.34,0.33,0.336166667,2.40E-05,20.17,0.001333333,0.0015,0.42,0,0,0,0,0,0,0.36,0.33,0.343333333,0.000233333,0.36,0.33,0.346,0.00018,0.4,0.33,0.367,0.000712222,0.4,0.23,0.346,0.002568571,0,0.35
0.33,0.340333333,7.45E-05,0.35,0.33,0.3375,6.99E-05,-0.4,0.02,0.68,0.02,0.68,0,0.7,0,0.66,0.35,0.33,0.338333333,7.18E-05,20.3,0.002,0.000833333,0.42,0,0,0,0,0,0,0.36,0.34,0.35,1.00E-04,0.36,0.33,0.344,0.00013,0.4,0.33,0.362,0.000595556,0.4,0.23,0.352666667,0.00186381,0,0.36
0.34,0.3495,8.22E-06,0.35,0.34,0.346666667,2.26E-05,-0.39,0.02,0.7,0.01,0.69,0.01,0.71,0,0.68,0.35,0.34,0.348,1.63E-05,20.88,0.0015,0.001333333,0.41,0,0,0,0,0,0,0.36,0.35,0.353333333,3.33E-05,0.36,0.33,0.346,0.00013,0.4,0.33,0.357,0.000423333,0.4,0.31,0.360666667,0.000720952,0,0.39
0.36,0.378833333,0.000122345,0.39,0.35,0.376,0.000132881,-0.36,0.03,0.75,0.04,0.74,0,0.78,0.01,0.71,0.39,0.35,0.3775,0.000141102,22.65,0.001333333,0.0015,0.4,0,0,0,0,0,0,0.36,0.35,0.353333333,3.33E-05,0.36,0.34,0.352,7.00E-05,0.38,0.33,0.353,0.000201111,0.4,0.33,0.364,0.000525714,0,0.44
0.39,0.405666667,0.000204633,0.43,0.39,0.403833333,0.000179972,-0.31,0.05,0.83,0.04,0.82,0.01,0.87,0,0.78,0.43,0.39,0.404666667,0.000191412,24.28,0.001,0.000833333,0.36,0,0,0,0,0,0,0.39,0.35,0.366666667,0.000433333,0.39,0.35,0.362,0.00027,0.39,0.33,0.354,0.000271111,0.4,0.33,0.366666667,0.000552381,0,0.44
0.42,0.433666667,4.06E-05,0.44,0.42,0.429333333,4.02E-05,-0.31,0.02,0.86,0.02,0.86,0,0.88,0,0.84,0.44,0.42,0.431166667,4.10E-05,25.87,0.0025,0.001833333,0.33,0,0,0,0,0,0,0.44,0.36,0.396666667,0.001633333,0.44,0.35,0.378,0.00147,0.44,0.33,0.362,0.001017778,0.44,0.33,0.370666667,0.000906667,0,0.44
0.41,0.4225,0.000113983,0.44,0.4,0.419833333,0.000110141,-0.31,0.03,0.85,0.04,0.84,0,0.88,0.01,0.81,0.44,0.41,0.420666667,0.000111412,25.24,0.001833333,0.000833333,0.35,0,0,0,0,0,0,0.44,0.39,0.423333333,0.000833333,0.44,0.35,0.396,0.00183,0.44,0.33,0.37,0.001622222,0.44,0.33,0.373333333,0.001180952,0,0.41
0.4,0.4045,2.52E-05,0.41,0.39,0.400833333,2.13E-05,-0.34,0.01,0.81,0.02,0.8,0,0.82,0.01,0.79,0.41,0.39,0.4025,2.92E-05,24.15,0.002,0.001666667,0.36,0,0,0,0,0,0,0.44,0.44,0.44,0,0.44,0.36,0.414,0.00138,0.44,0.33,0.38,0.001955556,0.44,0.33,0.376,0.00144,0,0.4
0.38,0.388833333,5.45E-05,0.4,0.38,0.384333333,3.85E-05,-0.35,0.02,0.78,0.02,0.78,0,0.8,0,0.76,0.4,0.38,0.3855,5.23E-05,23.13,0.003333333,0.001166667,0.37,0,0,0,0,0,0,0.44,0.41,0.43,0.0003,0.44,0.39,0.424,0.00053,0.44,0.34,0.388,0.001706667,0.44,0.33,0.376666667,0.001480952,0,0.38
0.36,0.371,1.93E-05,0.38,0.36,0.367833333,2.40E-05,-0.37,0.02,0.74,0.02,0.74,0,0.76,0,0.72,0.38,0.36,0.3695,1.50E-05,22.17,0.0015,0.001666667,0.39,0,0,0,0,0,0,0.44,0.4,0.416666667,0.000433333,0.44,0.4,0.426,0.00038,0.44,0.35,0.394,0.001426667,0.44,0.33,0.378,0.001517143,0,0.37
0.35,0.363666667,3.04E-05,0.37,0.35,0.358666667,2.19E-05,-0.38,0.02,0.72,0.02,0.72,0,0.74,0,0.7,0.37,0.35,0.360166667,2.88E-05,21.61,0.0035,0.0015,0.4,0,0,0,0,0,0,0.41,0.38,0.396666667,0.000233333,0.44,0.38,0.414,0.00068,0.44,0.35,0.396,0.001315556,0.44,0.33,0.379333333,0.001492381,0,0.36
0.35,0.3505,4.83E-06,0.35,0.34,0.349333333,6.33E-06,-0.39,0.01,0.71,0.01,0.69,0.01,0.71,0.01,0.69,0.35,0.35,0.35,5.01E-32,21,0.0005,0.000666667,0.41,0,0,0,0,0,0,0.4,0.37,0.383333333,0.000233333,0.44,0.37,0.4,0.00075,0.44,0.35,0.398,0.001151111,0.44,0.33,0.38,0.001471429,0,0.39
0.36,0.383166667,8.98E-05,0.39,0.35,0.3795,0.000126864,-0.36,0.03,0.75,0.04,0.74,0,0.78,0.01,0.71,0.39,0.36,0.381666667,9.89E-05,22.9,0.0015,0.002166667,0.4,0,0,0,0,0,0,0.38,0.36,0.37,0.0001,0.41,0.36,0.384,0.00043,0.44,0.36,0.399,0.001054444,0.44,0.33,0.381333333,0.00138381,0,0.4
0.38,0.388,2.64E-05,0.39,0.38,0.382166667,1.73E-05,-0.35,0.02,0.78,0.01,0.77,0.01,0.79,0,0.76,0.4,0.38,0.383666667,2.70E-05,23.02,0.004333333,0.0015,0.37,0,0,0,0,0,0,0.39,0.36,0.373333333,0.000233333,0.4,0.36,0.38,0.00025,0.44,0.36,0.402,0.000884444,0.44,0.34,0.385333333,0.00118381,0,0.42
0.4,0.411666667,6.84E-05,0.42,0.39,0.409,9.05E-05,-0.33,0.02,0.82,0.03,0.81,0,0.84,0.01,0.79,0.42,0.4,0.411,7.36E-05,24.66,0.000666667,0.002,0.36,0,0,0,0,0,0,0.4,0.36,0.383333333,0.000433333,0.4,0.36,0.38,0.00025,0.44,0.36,0.403,0.000867778,0.44,0.35,0.389333333,0.001035238,0,0.43
0.42,0.423666667,2.36E-05,0.43,0.41,0.421,1.25E-05,-0.32,0.01,0.85,0.02,0.84,0,0.86,0.01,0.83,0.43,0.42,0.423,2.14E-05,25.38,0.000666667,0.002,0.34,0,0,0,0,0,0,0.42,0.39,0.403333333,0.000233333,0.42,0.36,0.388,0.00057,0.44,0.36,0.401,0.000743333,0.44,0.35,0.393333333,0.00102381,0,0.44
0.41,0.431333333,0.000123616,0.44,0.4,0.428166667,0.000123701,-0.31,0.03,0.85,0.04,0.84,0,0.88,0.01,0.81,0.44,0.41,0.43,0.000128814,25.8,0.001333333,0.001833333,0.35,0,0,0,0,0,0,0.43,0.4,0.416666667,0.000233333,0.43,0.36,0.4,0.00075,0.44,0.36,0.4,0.000666667,0.44,0.35,0.398666667,0.000955238,0,0.43
0.41,0.414166667,3.83E-05,0.42,0.4,0.411666667,2.43E-05,-0.32,0.02,0.84,0.02,0.82,0.01,0.85,0.01,0.81,0.42,0.41,0.412833333,2.06E-05,24.77,0.001333333,0.001166667,0.35,0,0,0,0,0,0,0.44,0.42,0.43,0.0001,0.44,0.39,0.416,0.00043,0.44,0.36,0.4,0.000666667,0.44,0.36,0.404666667,0.000869524,0,0.42
0.39,0.406833333,6.27E-05,0.42,0.39,0.401666667,5.14E-05,-0.33,0.03,0.81,0.03,0.81,0,0.84,0,0.78,0.42,0.39,0.404166667,6.88E-05,24.25,0.002666667,0.0025,0.36,0,0,0,0,0,0,0.44,0.43,0.433333333,3.33E-05,0.44,0.4,0.424,0.00023,0.44,0.36,0.402,0.000751111,0.44,0.36,0.409333333,0.000749524,0,0.42
0.38,0.401833333,0.000150819,0.42,0.37,0.397666667,0.000123277,-0.33,0.04,0.8,0.05,0.79,0,0.84,0.01,0.75,0.42,0.38,0.399166667,0.000126412,23.95,0.002666667,0.0015,0.38,0,0,0,0,0,0,0.44,0.42,0.43,0.0001,0.44,0.42,0.428,7.00E-05,0.44,0.36,0.404,0.000782222,0.44,0.36,0.411333333,0.000726667,0,0.4
0.37,0.3845,7.60E-05,0.4,0.37,0.380166667,8.64E-05,-0.35,0.03,0.77,0.03,0.77,0,0.8,0,0.74,0.4,0.37,0.382666667,7.41E-05,22.96,0.001833333,0.0025,0.38,0,0,0,0,0,0,0.43,0.42,0.423333333,3.33E-05,0.44,0.42,0.428,7.00E-05,0.44,0.36,0.408,0.000728889,0.44,0.36,0.41,0.000671429,0,0.41
0.38,0.393666667,9.82E-05,0.41,0.38,0.3895,9.97E-05,-0.34,0.03,0.79,0.03,0.79,0,0.82,0,0.76,0.41,0.38,0.3915,0.000107881,23.49,0.002166667,0.002,0.37,0,0,0,0,0,0,0.42,0.4,0.413333333,0.000133333,0.44,0.4,0.422,0.00022,0.44,0.36,0.411,0.000565556,0.44,0.36,0.407333333,0.000606667,0,0.41
0.37,0.388166667,8.64E-05,0.4,0.37,0.384666667,7.95E-05,-0.34,0.04,0.78,0.03,0.77,0.01,0.81,0,0.74,0.4,0.37,0.385833333,8.23E-05,23.15,0.002333333,0.001166667,0.38,0,0,0,0,0,0,0.42,0.4,0.41,1.00E-04,0.43,0.4,0.416,0.00013,0.44,0.39,0.416,0.000248889,0.44,0.36,0.405333333,0.000526667,0,0.38
0.36,0.368,6.71E-05,0.38,0.35,0.363166667,5.59E-05,-0.37,0.02,0.74,0.03,0.73,0,0.76,0.01,0.71,0.38,0.36,0.365333333,5.24E-05,21.92,0.002666667,0.002166667,0.4,0,0,0,0,0,0,0.41,0.4,0.406666667,3.33E-05,0.42,0.4,0.412,7.00E-05,0.44,0.4,0.418,0.000173333,0.44,0.36,0.405333333,0.000526667,0,0.4
