0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
1.0,0.47448500413692823,0.47529998431787646,0.3847459662689861,0.6631774413621492,0.43055842366069547,0.4743208468804037,0.36778578731683775,0.600967847671767,0.38492952470748604,0.6224568856975992,0.4187629045406252,0.5476279541966673,0.3931138649682035,0.7907332330776975,0.40585705215897305,0.4126384336319954,0.695581555168603,0.424290280438001,0.42977618715717486,0.3737748211677337,0.41804029747279153,0.3034369261936906,0.2950709397931594,0.3713753650667216,0.3460909080880534,0.30307574575181134,0.2915721108449988,0.2978922709280379,0.1833803212238152,0.2616306087177286,0.3125246593360598,0.26930193774753597,0.15321712433077497,0.3056079992789723,0.22635688940301232,0.17224500358320244,0.2452858267625795,0.19418858117449214,0.16389635679057799,0.213633233340728,0.17098133474640836,0.14248596113856915,0.144022629964985,0.15920220385928804,0.17484919261357423,0.05969081119380011
0.47448500413692823,1.0,0.5531782505699588,0.36458281912913415,0.4857255654681118,0.5801834970031594,0.5728178915656809,0.32854492665525276,0.43710360591166214,0.32245315667352265,0.52250564657435,0.35100312648902665,0.5273458417468646,0.3631716671339348,0.46773085882508236,0.3436507241084278,0.6441441870573524,0.45038540358185863,0.6466459575340462,0.5161451961154336,0.3631242799125782,0.4753161166290114,0.3309458710060841,0.2819983031464055,0.5306023663068786,0.4153756535478605,0.3381031189780401,0.35553065028715247,0.3134430660437735,0.22669124882474265,0.29653893159401873,0.35452668612949406,0.2654435460831738,0.1656997874030991,0.33632177858053336,0.28895647987756073,0.2176468647814038,0.2288828415078744,0.26154513804305807,0.19770344501511108,0.22600063520243457,0.19298817644361715,0.16189057659269002,0.15447136617183316,0.14657336276170854,0.16073057082516654,0.05969081119380011
0.47529998431787646,0.5531782505699588,1.0,0.3444889107339626,0.49788947921251425,0.5056299994744974,0.7832968993490802,0.33602458628862913,0.43974862043342305,0.26678471295710815,0.5995235594949242,0.3257453288806205,0.6130021964514983,0.3126301116777151,0.4619315981848386,0.326929318822261,0.5046399348011544,0.44006195285194366,0.4865838675131517,0.7365207038424414,0.33042563336045033,0.6782102798457356,0.30213872727831703,0.28076893393301566,0.4570900368171883,0.3556395369968483,0.33101108750889024,0.34477009651251755,0.29613007392850865,0.1864276374973385,0.24399023465268585,0.3556121643527231,0.27442033123015974,0.17406614443648583,0.32662968441640056,0.2667705473635574,0.21257247881825714,0.22926185161523951,0.27108975587176304,0.18301981665742534,0.17797742303056485,0.22570968869333033,0.1442117003395396,0.16584284731614876,0.14340689787759084,0.1563573492813319,0.0821483726010188
0.3847459662689861,0.36458281912913415,0.3444889107339626,1.0,0.38422294763655346,0.29739361213026194,0.36699099733560697,0.7437685558064937,0.318108962076428,0.39522896999572316,0.3622483700819586,0.4900021760110222,0.33735766424434294,0.28869629144420234,0.3827917318214113,0.28259400988505523,0.3127858486865586,0.34565040414436454,0.35098903279049865,0.232019460512204,0.8100651123797882,0.2801467756824593,0.2871049394241836,0.26393003027647743,0.23283842486385267,0.2504028932145675,0.24261521556132246,0.20079019302259055,0.24513041615245043,0.1993133595783146,0.1889714618351548,0.26689073025405113,0.22028124617802455,0.15380907972906624,0.20938577756870946,0.15120003233183346,0.1528303846048814,0.20192411821816655,0.16501925536013484,0.14579462703517684,0.20626357506084833,0.16534221393422868,0.12007590705302204,0.14475704978857853,0.15995356303355762,0.11621610382011202,0.09204152968973556
0.6631774413621492,0.4857255654681118,0.49788947921251425,0.38422294763655346,1.0,0.4446245004165428,0.5219725471436469,0.38360092189736344,0.5372744909132237,0.33384717945709963,0.6035148672075344,0.44582328271408267,0.6154822265863232,0.3608970749244593,0.7444573013003516,0.4262272995887311,0.4297829047607008,0.7088126484227262,0.4446636053677026,0.4652078430141139,0.3831493052813467,0.4524095176978675,0.329862274313934,0.3246227507497305,0.3904483956062622,0.33925585205814823,0.3198462554994727,0.28756946817675094,0.31048058028129666,0.18969296272061265,0.2501924130589192,0.3132618324593936,0.2601288285958721,0.17672385172706526,0.29074401637718833,0.2498285539044636,0.17031830228489234,0.21298456153184941,0.20551344745341604,0.17458332106629124,0.20960188908550934,0.18563397657956285,0.16125961725538313,0.14483645673030968,0.15967700372535298,0.15512334673970815,0.05969081119380011
0.43055842366069547,0.5801834970031594,0.5056299994744974,0.29739361213026194,0.4446245004165428,1.0,0.4976367388784832,0.2817330024655961,0.3996340100043674,0.2868313562498811,0.4877174600114267,0.3371904614187924,0.5217840798218454,0.2859322330873079,0.4324498464717994,0.3170709128224123,0.6329285833671252,0.41771264214825293,0.5953177860571328,0.44606626105431507,0.2873843324258247,0.384214937983815,0.2835381121741834,0.2614989452132991,0.5527116115840307,0.39550229465565717,0.25336153303697523,0.2808326601927731,0.2570539740825225,0.17158268288147518,0.2596525807740541,0.30224598425532845,0.20143965269034164,0.15480112417309275,0.24082824919066256,0.20084088226271338,0.16786078374467212,0.19378691533106873,0.2633221935931204,0.12357243134960753,0.16504167582248816,0.13313700912331083,0.11622062732079044,0.1136828962816932,0.09782991663964777,0.13852684850161254,0.08264247386657057
0.4743208468804037,0.5728178915656809,0.7832968993490802,0.36699099733560697,0.5219725471436469,0.4976367388784832,1.0,0.37804154605316453,0.47563072609607954,0.27430086723705555,0.5999372279228828,0.33238306986140187,0.637229802665458,0.33239724045535685,0.48229049026898163,0.3612856438667006,0.5352580150519796,0.46160007919184215,0.5296654704076917,0.7429855519419656,0.3582756955701371,0.7174980607477324,0.3276225795176202,0.3091833627781713,0.47675100129188125,0.38941667054724083,0.37523297406360284,0.37571569991035125,0.3422730142881687,0.22525964792949066,0.2559322092573092,0.3588384345905512,0.2729792841306888,0.19571700353842975,0.3405603824346218,0.2861309852521259,0.22613544853099043,0.22510810009428936,0.28283759618221704,0.2102250223851322,0.22004866852093796,0.22028424666029317,0.139329986510879,0.145885752362516,0.15248898884990758,0.19020539419969187,0.07362485775485306
0.36778578731683775,0.32854492665525276,0.33602458628862913,0.7437685558064937,0.38360092189736344,0.2817330024655961,0.37804154605316453,1.0,0.3031191706302294,0.38899605513070956,0.3750629512611162,0.4728119771821965,0.35805683598706906,0.3225705583099542,0.3831766286827603,0.27969492527040835,0.28192459890297455,0.36949772081339594,0.31847553393924083,0.2424600958554276,0.812421920877701,0.2758700814457861,0.277728404247021,0.26609276814536903,0.24014451136887124,0.2341447081598731,0.25698561533034303,0.19054459760669645,0.24709732777984578,0.1878359657761264,0.1700063380983536,0.2649653644949087,0.22950418944628653,0.15888354545900402,0.19805828010191762,0.16608705692793205,0.1660716689842937,0.20901474576331383,0.15396578496323357,0.13545881952089162,0.18409348870767037,0.13687852625055547,0.13298659655879516,0.1479445749819194,0.14839126937338207,0.12709542077876784,0.05969081119380011
0.600967847671767,0.43710360591166214,0.43974862043342305,0.318108962076428,0.5372744909132237,0.3996340100043674,0.47563072609607954,0.3031191706302294,1.0,0.31542152501341936,0.5236691473697103,0.34028486509493905,0.5134576050870409,0.31921609491901315,0.5868485106527622,0.3180461687195577,0.42620322006999034,0.5489453827895578,0.4138270962417106,0.440695707607156,0.2972742471976404,0.41898742389774907,0.299904436084529,0.25994310186075575,0.4029796600281899,0.41036096974086106,0.2850874010857422,0.24354708465060607,0.284864675796105,0.12293713308221321,0.25003507565491623,0.2963084217737852,0.2236313415487129,0.1302313279705186,0.3259721902803358,0.2061191240288255,0.2124110331920877,0.20298822842364125,0.315260218860753,0.21011706849286957,0.2162158832813631,0.1779545363320368,0.09684048920084366,0.10483873434686804,0.14530857081439413,0.16169546760554632,0.05094422536332962
0.38492952470748604,0.32245315667352265,0.26678471295710815,0.39522896999572316,0.33384717945709963,0.2868313562498811,0.27430086723705555,0.38899605513070956,0.31542152501341936,1.0,0.35894119476252007,0.6037546132545182,0.3133536927543259,0.2761828665137533,0.3766024586092876,0.2814378773571103,0.29640412472578004,0.3225689597747576,0.26373840212079014,0.16837622888460937,0.37726874127561427,0.22983124981896128,0.24156463442264361,0.1843728750387436,0.23192525594860908,0.26907204034888466,0.2142710209550377,0.163233018743775,0.16800068793162198,0.17726400979236157,0.1736626809249579,0.19366269751226167,0.18296158456936024,0.12602061675673804,0.1449000343676432,0.12455424656240337,0.13836729765214384,0.16730647770804355,0.16621942935649392,0.1516576494554174,0.10761717356049283,0.11827202909321369,0.12247989571571181,0.10732280779070043,0.11068492020072913,0.09420740806338332,0.04597010404877529
