maxValue_min,maxValue_avg,maxValue_var,minValue_max,minValue_min,minValue_avg,minValue_var,over_upperAlarm_value,max_nongdu_subtract,max_nongdu_add,min_nongdu_subtract,min_nongdu_add,max_maxmin_nongdu_subtract,max_maxmin_nongdu_add,min_maxmin_nongdu_subtract,min_maxmin_nongdu_add,avgValue_max,avgValue_min,avgValue_avg,avgValue_var,avgValue_sum,max_avg_sub,avg_min_sub,under_upperAlarm_minvalue,upperAlarm_nongdu_sum,upperAlarm_count_before_1_day,upperAlarm_count_before_3_day,upperAlarm_count_before_5_day,upperAlarm_count_before_10_day,upperAlarm_count_before_15_day,maxValue_max_before_3_day,maxValue_min_before_3_day,maxValue_avg_before_3_day,maxValue_var_before_3_day,maxValue_max_before_5_day,maxValue_min_before_5_day,maxValue_avg_before_5_day,maxValue_var_before_5_day,maxValue_max_before_10_day,maxValue_min_before_10_day,maxValue_avg_before_10_day,maxValue_var_before_10_day,maxValue_max_before_15_day,maxValue_min_before_15_day,maxValue_avg_before_15_day,maxValue_var_before_15_day,upperAlarm_count,maxValue_max
0.39999999999999997,0.2565860701960203,4.243731091912451e-31,0.07913669064748202,0.38888888888888884,0.26012404178046267,3.547775395055944e-05,0.07432432432432434,0.0,0.14285714285714282,0.006666666666666666,0.1769230769230769,0.9104477611940299,0.07746478873239437,0.02702702702702703,0.39449541284403666,0.07534246575342465,0.4074074074074074,0.25814627028106174,5.586192979226111e-31,0.3673973448595245,0.6742301448111188,0.004046647293462428,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
0.39999999999999997,0.2670516053894274,0.0002807051295171258,0.08633093525179858,0.4074074074074074,0.26960963244772684,0.0005247308518436036,0.08108108108108109,0.007352941176470588,0.14906832298136644,0.006666666666666666,0.1923076923076923,0.9104477611940299,0.08450704225352115,0.0,0.40366972477064217,0.0821917808219178,0.4074074074074074,0.26755973806485134,0.0003636844387517,0.3754245137388083,0.6790923814557289,0.004046647293462428,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
0.4181818181818182,0.2876217966709649,0.0002762845762963836,0.08633093525179858,0.4259259259259259,0.2823786941133738,2.0139467512054102e-30,0.08783783783783788,0.007352941176470588,0.1614906832298136,0.0,0.19999999999999996,0.9179104477611941,0.0880281690140845,0.0,0.4220183486238532,0.08904109589041095,0.4259259259259259,0.2802317163506385,2.429412050861356e-05,0.3862303179993825,0.7147487867576946,0.004046647293462428,0.5740740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
0.4181818181818182,0.3009743776982854,0.0004276885241068018,0.10071942446043167,0.4259259259259259,0.3002553821964651,0.0005396017666731795,0.09459459459459463,0.014705882352941176,0.16770186335403722,0.013333333333333332,0.21538461538461534,0.9104477611940299,0.09859154929577466,0.0,0.4220183486238532,0.0958904109589041,0.4259259259259259,0.29978276632859,0.000458242392827142,0.4029021302871256,0.6871961059552548,0.024279835201104168,0.5740740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.1509433962264151,0.3859649122807018,0.2546125462194142,0.00017081364241349067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
0.45454545454545453,0.3255142542948497,0.00016798102238820123,0.10791366906474822,0.4629629629629629,0.32688799659021384,6.96808580585838e-05,0.10135135135135137,0.007352941176470588,0.18633540372670807,0.006666666666666666,0.23846153846153845,0.9104477611940299,0.10563380281690143,0.0,0.4587155963302752,0.10273972602739725,0.4629629629629629,0.3247646635226392,9.208489989193044e-05,0.4242050015436863,0.6855753668900336,0.008093270307089657,0.537037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.15723270440251572,0.4035087719298246,0.26568265692460613,0.00017081364241349067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
0.45454545454545453,0.33201010417322996,0.0002807051295171258,0.10791366906474822,0.44444444444444436,0.329441809798936,0.0009241211358379255,0.10135135135135137,0.007352941176470588,0.18633540372670807,0.013333333333333332,0.23076923076923073,0.9104477611940299,0.10563380281690143,0.02702702702702703,0.4495412844036697,0.10273972602739725,0.4629629629629629,0.3327299046580231,0.0003636844387517,0.4309972213646187,0.6790923814557289,0.06879285830985007,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.16352201257861634,0.4210526315789474,0.27675276762979806,0.00017081364241349067,0.16352201257861634,0.3859649122807018,0.3243243243243243,0.0007301828377825807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
0.43636363636363634,0.31071815251585577,0.0002807051295171258,0.10071942446043167,0.4259259259259259,0.3046333464462848,0.001043088454474532,0.09459459459459463,0.007352941176470588,0.17391304347826084,0.013333333333333332,0.21538461538461534,0.9104477611940299,0.09859154929577466,0.02702702702702703,0.4311926605504587,0.0958904109589041,0.4259259259259259,0.30847212187434625,0.0006648151540381076,0.4103118246372337,0.692058342599865,0.0728395056033125,0.5740740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.16352201257861634,0.4385964912280702,0.28413284180226306,5.6880942923692384e-05,0.16352201257861634,0.4035087719298246,0.3351351351351351,0.0004965243296921549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
0.4181818181818182,0.2785997843945145,1.8455809696598427e-05,0.08633093525179858,0.4074074074074074,0.28128420305091884,0.00010260931232407312,0.08783783783783788,0.007352941176470588,0.1614906832298136,0.006666666666666666,0.1923076923076923,0.9179104477611941,0.0880281690140845,0.02702702702702703,0.4128440366972477,0.0821917808219178,0.4074074074074074,0.27950760194026614,2.429412050861356e-05,0.3856128434702068,0.6774716326660345,0.008093270307089657,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.16352201257861634,0.4385964912280702,0.28413284180226306,5.6880942923692384e-05,0.16352201257861634,0.4210526315789474,0.34054054054054056,0.0002044511945791226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
0.39999999999999997,0.26344280134496056,0.00024313042714081757,0.08633093525179858,0.4074074074074074,0.26194819501054234,0.00013447555838744986,0.08108108108108109,0.007352941176470588,0.14906832298136644,0.006666666666666666,0.1923076923076923,0.9104477611940299,0.08450704225352115,0.0,0.40366972477064217,0.0821917808219178,0.4074074074074074,0.2639391747023455,0.00028949281324635315,0.37233714109292987,0.6790923814557289,0.048559670402208335,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.16352201257861634,0.4210526315789474,0.27675276762979806,0.00017081364241349067,0.16352201257861634,0.4210526315789474,0.34054054054054056,0.0002044511945791226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
0.39999999999999997,0.2565860701960203,4.243731091912451e-31,0.07913669064748202,0.4074074074074074,0.260488872864275,8.157758992224445e-31,0.07432432432432434,0.0,0.14285714285714282,0.0,0.18461538461538457,0.9104477611940299,0.07746478873239437,0.0,0.40366972477064217,0.07534246575342465,0.4074074074074074,0.25814627028106174,5.586192979226111e-31,0.3673973448595245,0.6742301448111188,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.15723270440251572,0.4035087719298246,0.26568265692460613,0.00017081364241349067,0.16352201257861634,0.4035087719298246,0.3351351351351351,0.0004965243296921549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
