0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
3.6320620067036278,3.3970150689767626,2.472431975978771,2.1119039011317255,3.0396812319647486,3.4014867086228495,2.4295119724507726,2.0935898405921827,0.20314086720084026,2.7295859990733,0.22203888115689102,2.6209815640955503,0.042635733496736994,2.2009663597406632,0.04504416323532259,3.623205856880531,2.110140436125774,3.2394741091089,3.3956417652726536,2.4887631932707572,3.38244972364299,0.5231142295839757,0.5208439562577103,3.0396812319647486,0.0017065512100033903,0.0018064155824415035,0.0045619343535691775,0.006712453744483237,0.011830915936443644,0.01276699161081771,1.4740251895465593,1.3957450949145809,1.6997839040019702,0.3943535934109747,1.3379012094168812,1.2569651750069148,1.8396148290113745,1.1364997096821927,1.300376501866178,1.239659646240542,2.1662915195974746,2.4488950913478655,1.262463276042959,1.180923654326464,2.3835909008952996,2.7068623546583,0.0017065512100033903,1.814660255044998
3.3970150689767626,6.999752843042676,5.77488400825734,3.4479745302483527,3.405214138578281,6.552505823761411,5.676110615222684,3.4571424749358206,1.4887406768679248,4.1026034285748665,1.461185627441944,4.080403576765875,0.4942647118219555,3.9950772632007343,0.487026297171841,3.919283488873993,3.447685233336938,3.3873983046192793,6.562644640840463,5.719950271443842,6.540531509778626,2.777179577621153,2.7676664562643594,3.405214138578281,0.0040107618910143125,0.0037148070585683018,0.010655312391329788,0.016771280326129633,0.03020593400551512,0.04234496360698861,3.2741996898158523,3.242515408357937,4.282484135823976,2.278663639817098,3.2264881220326176,3.18137877777221,4.713782847804719,3.9702340956058952,3.1310441955474415,3.0284045358631286,5.233939439666971,5.696499055860963,3.0899702527562742,2.9705215770233786,5.504534011662685,5.994416427173702,0.0040107618910143125,3.3204032715425145
2.472431975978771,5.77488400825734,6.177967200256557,2.53095569269613,2.460462013802327,5.711117602339549,4.896731151227067,2.536529177378991,1.596142139036921,3.1596837307007855,1.366377062458593,3.115968935193605,0.342211265899637,3.1096755042828947,0.2907459287019169,3.01025487424135,2.537905390274725,2.4601770746519485,5.7154717425681465,4.9880480313146975,5.693358611506309,2.109485363288622,2.0705600488568,2.4604620138023265,0.004794865036444201,0.003379699811505886,0.00890503991932935,0.013117694316206543,0.02459070321913666,0.031768311530201605,2.5016356809345535,2.4817282758813635,3.4813811296514787,1.676001398654699,2.47147033718322,2.440194223931382,3.9067029713012307,3.196333226328891,2.374073817446109,2.2863865991628574,4.417938473731308,4.88363450250702,2.355049472554363,2.2334560100889957,4.695885928868336,5.17763135809261,0.004794865036444201,2.525835094875168
2.1119039011317255,3.4479745302483527,2.53095569269613,3.699945681452131,2.146380555440647,3.4230124896428227,2.495980481974339,3.0883964967233632,0.26583666967483466,2.7121117949647555,0.29778648407547403,2.8419958278240323,0.05754323315165666,3.6951708267521193,0.04828336262878474,2.2319309869844877,3.3049169500782547,2.1293324451783695,3.447724286537375,2.553022307124558,3.433452186929835,0.5404350293606449,0.5512143277027322,2.146380555440647,0.004794865036444017,0.0018222381549518139,0.003701400270597329,0.00562642345672516,0.010516299306461654,0.012244023369280503,1.4574487881429947,1.431875234701328,1.769325076656295,0.4057887356522658,1.3190911261683362,1.2918228700719423,1.8795133394938321,1.1722944977619347,1.2824675197298268,1.202198219576175,2.1995317421805423,2.4910955557777235,1.2253287839898361,1.157131644769502,2.413526340607448,2.7709139458082848,0.004794865036444017,1.7283918467813342
3.0396812319647486,3.405214138578281,2.460462013802327,2.146380555440647,3.6384779291172875,3.416408134296726,2.431272555705866,2.1127617381320163,0.21636723073443365,2.641513552647603,0.23631873174062873,2.780528075489187,0.05010182505038829,2.2354298146427167,0.051460085648981364,3.629621779294192,2.1348959953092366,3.2038307507370245,3.3969368829116755,2.479761208667283,3.3840407961144576,0.5206817634232247,0.5265464307054397,3.6384779291172875,0.0037148070585682523,0.001791023623483305,0.004519625127868952,0.006723999747527534,0.011858368025184366,0.013063392264696602,1.4695746866426855,1.3949393541043127,1.6875202032623817,0.4086679496515561,1.3276755752472509,1.264462863715623,1.8417871910114254,1.135938235960087,1.313956915589391,1.2569650610439451,2.150495751521269,2.433444557818119,1.2627920184148411,1.207273073072869,2.396590932528121,2.7219034116716867,0.0037148070585682523,1.789255309475384
3.4014867086228495,6.552505823761411,5.711117602339549,3.4230124896428227,3.416408134296726,6.993849610627586,5.723028121084441,3.4107703277588874,1.464338746986304,4.055895098375995,1.457417054459931,4.073250240578732,0.4618777609446363,3.947008249414819,0.4703134334534729,3.9197313864515753,3.416236502445846,3.4083133629029296,6.567687053520409,5.7166635043565055,6.545573922458571,2.7713647773346937,2.773404539961105,3.416408134296726,0.0035226135780305427,0.003171101332813559,0.009327503520145225,0.01622757460037487,0.029366273447314337,0.04101715473580405,3.2717288248149288,3.2373962790882773,4.284717889695631,2.2777456518837544,3.225777656803091,3.1831243833308807,4.703959099662482,3.9619785537545167,3.1277892274010877,3.0247106991178043,5.224115691524732,5.6890276171550145,3.0813303239438197,2.9678823417332545,5.499414882393025,5.986944988467753,0.0035226135780305427,3.305721863461776
2.4295119724507726,5.676110615222684,4.896731151227067,2.495980481974339,2.431272555705866,5.723028121084441,6.137056980724603,2.4792248189234862,1.3661016659646457,3.0782643682174946,1.5378458742677041,3.1052288948496627,0.30876763561948667,3.048258436619703,0.31800312803305636,2.984705306262871,2.4898508860801485,2.4283001998721354,5.680314400945664,4.94239174665444,5.6582012698838255,2.0670062769560373,2.078354008793367,2.431272555705866,0.004794865036444159,0.003379699811505844,0.007850438464128813,0.01129383229794918,0.020889048905182096,0.028716482854568553,2.469350596002328,2.4331538891523707,3.447439406299764,1.6437782135535515,2.4312949410826827,2.3986036626059057,3.8644167389589548,3.153312170555198,2.3309150498297737,2.240974081538259,4.379084608803197,4.8400760187063305,2.2998824826381483,2.1875679642684784,4.6449745619263325,5.13407287429192,0.004794865036444159,2.474962880347781
2.0935898405921827,3.4571424749358206,2.536529177378991,3.0883964967233632,2.1127617381320163,3.4107703277588874,2.4792248189234862,3.701494889055936,0.2725737495531481,2.799018881425608,0.28160030614940645,2.6668226555483665,0.05909244075546059,3.696720034355923,0.04193409801159159,2.2085486743999594,3.2314237454101002,2.1012084337866903,3.427230173940515,2.5281534809782995,3.4098216617512556,0.546414166658701,0.5593405720601594,2.1127617381320163,0.004794865036444303,0.0018222381549521,0.003693646592210733,0.005702004299189647,0.009894792447681659,0.011323489600731715,1.4480438211289157,1.4171478458751918,1.7412735483286113,0.41276579711588424,1.324966080441284,1.2634746218576502,1.865205836201082,1.170237247520077,1.2743573271894948,1.1976318149289744,2.1989208338285944,2.4972456209021976,1.2067404148210086,1.1426236622823522,2.403723844513556,2.766254937185942,0.004794865036444303,1.7151239412495745
0.20314086720084026,1.4887406768679248,1.596142139036921,0.26583666967483466,0.21636723073443365,1.464338746986304,1.3661016659646457,0.2725737495531481,1.8110459156645942,0.9085699080342653,0.8968523363591715,0.3552506514119195,0.0722388662653786,0.38075096827421956,0.03018345927916809,0.3207871176919692,0.26975060039781745,0.2176171220482325,1.4765821226083369,1.4307334853854483,1.4602536683969536,0.29232162538546597,0.22839757057443594,0.21636723073443362,0.004794865036444042,0.0018994882501184116,0.0016158763296877168,0.002155009170912584,0.002908244852326501,0.004850346901335067,0.21446041647573122,0.21829276717501211,0.3909259933327922,0.11053203492091587,0.2191070682191396,0.2129216239424476,0.5004057789717822,0.3267199779086252,0.2100535453294677,0.19238699561326505,0.6928619407603728,0.9445968929399156,0.21348520537565768,0.19140452192818133,0.8245128769712657,1.1185600707337597,0.004794865036444042,0.20354943583762658
2.7295859990733,4.1026034285748665,3.1596837307007855,2.7121117949647555,2.641513552647603,4.055895098375995,3.0782643682174946,2.799018881425608,0.9085699080342653,4.337491047537055,0.36682755136741163,3.440691978293416,0.06029398255883673,2.9062524868075643,0.0648796212013017,2.844544832881077,2.721668161054759,2.6796442105611895,4.077034106907526,3.130817591167011,4.058841491572838,0.8015073260714094,0.7843188344433045,2.641513552647603,0.004794865036444088,0.0021945929870004557,0.005193223718962428,0.008103454851773948,0.013655030442269605,0.01651149147450347,1.6381077640418917,1.5948305774552383,2.081463584877844,0.6108638395693478,1.5231422081929957,1.445314326031104,2.30632745932827,1.5963880889868425,1.4776845655823085,1.3781537901582457,2.7071659532867263,3.086387784138065,1.4169864372333594,1.3214458756721272,2.949709676304226,3.371951698604464,0.004794865036444088,1.8977319806888606
